timestamp,close,high,low,oi,open,volume
2025-09-01 09:15:00+05:30,412.0,413.5,383.0,62100,383.0,7725
2025-09-01 09:20:00+05:30,413.0,413.0,403.05,61950,412.0,1275
2025-09-01 09:25:00+05:30,413.1,415.9,410.15,62775,413.0,1575
2025-09-01 09:30:00+05:30,420.0,420.0,412.05,63225,413.1,1950
2025-09-01 09:35:00+05:30,418.0,422.55,417.35,63525,420.0,825
2025-09-01 09:40:00+05:30,413.5,418.0,413.5,63825,418.0,75
2025-09-01 09:45:00+05:30,420.0,421.95,413.5,64200,413.5,825
2025-09-01 09:50:00+05:30,417.55,420.0,416.1,64125,420.0,450
2025-09-01 09:55:00+05:30,421.95,421.95,416.4,64125,417.55,600
2025-09-01 10:00:00+05:30,414.25,421.95,414.25,66900,421.95,6225
2025-09-01 10:05:00+05:30,410.0,414.55,410.0,67575,414.25,1350
2025-09-01 10:10:00+05:30,407.95,411.0,407.95,66900,410.0,1425
2025-09-01 10:15:00+05:30,407.0,413.95,407.0,67275,407.95,2100
2025-09-01 10:20:00+05:30,404.4,407.0,400.0,66975,407.0,1575
2025-09-01 10:25:00+05:30,412.2,415.65,404.4,67275,404.4,1725
2025-09-01 10:30:00+05:30,402.4,412.2,402.4,67425,412.2,1200
2025-09-01 10:35:00+05:30,404.9,405.9,402.4,68025,402.4,600
2025-09-01 10:40:00+05:30,405.7,405.7,404.9,68100,404.9,75
2025-09-01 10:45:00+05:30,413.85,415.6,405.7,68175,405.7,225
2025-09-01 10:50:00+05:30,416.0,417.95,413.85,68175,413.85,450
2025-09-01 10:55:00+05:30,416.9,416.9,412.0,68775,416.0,675
2025-09-01 11:00:00+05:30,416.7,420.0,416.7,68850,416.9,675
2025-09-01 11:05:00+05:30,416.45,417.85,416.45,69375,416.7,375
2025-09-01 11:10:00+05:30,417.65,417.65,414.9,69525,416.45,225
2025-09-01 11:15:00+05:30,414.6,417.65,414.6,69600,417.65,300
2025-09-01 11:20:00+05:30,415.95,415.95,414.6,69600,414.6,300
2025-09-01 11:25:00+05:30,417.95,418.05,414.65,69825,415.95,600
2025-09-01 11:30:00+05:30,414.25,418.9,414.25,70050,417.95,450
2025-09-01 11:35:00+05:30,414.1,414.95,414.1,70125,414.25,450
2025-09-01 11:40:00+05:30,415.1,415.1,414.1,70350,414.1,375
2025-09-01 11:45:00+05:30,408.05,415.1,408.05,70575,415.1,675
2025-09-01 11:50:00+05:30,409.15,409.7,408.05,70575,408.05,900
2025-09-01 11:55:00+05:30,407.45,409.15,407.45,71025,409.15,75
2025-09-01 12:00:00+05:30,410.55,410.55,407.45,71475,407.45,750
2025-09-01 12:05:00+05:30,413.55,413.55,410.55,71700,410.55,150
2025-09-01 12:10:00+05:30,414.05,414.05,413.55,71775,413.55,75
2025-09-01 12:15:00+05:30,418.25,419.35,414.05,71700,414.05,900
2025-09-01 12:20:00+05:30,424.85,424.9,418.0,72075,418.25,1875
2025-09-01 12:25:00+05:30,433.05,433.05,424.85,73650,424.85,1275
2025-09-01 12:30:00+05:30,429.2,433.05,428.2,73875,433.05,225
2025-09-01 12:35:00+05:30,434.95,434.95,427.05,74250,429.2,900
2025-09-01 12:40:00+05:30,428.1,434.95,428.1,74400,434.95,750
2025-09-01 12:45:00+05:30,432.0,432.05,428.1,74550,428.1,525
2025-09-01 12:50:00+05:30,428.75,432.0,428.5,74775,432.0,675
2025-09-01 12:55:00+05:30,431.9,431.9,427.15,75375,428.75,150
2025-09-01 13:00:00+05:30,434.05,434.05,431.15,75600,431.9,300
